,COD Ciudad,Renta neta media por persona 2020,COD,CIUDAD
1526,2807903023 Madrid sección 03023,19892,2807903023, Madrid sección 
1527,2807903024 Madrid sección 03024,18589,2807903024, Madrid sección 
1528,2807903025 Madrid sección 03025,21297,2807903025, Madrid sección 
1529,2807903026 Madrid sección 03026,18991,2807903026, Madrid sección 
1530,2807903027 Madrid sección 03027,16686,2807903027, Madrid sección 
1531,2807903028 Madrid sección 03028,20037,2807903028, Madrid sección 
1532,2807903029 Madrid sección 03029,24575,2807903029, Madrid sección 
1533,2807903030 Madrid sección 03030,28866,2807903030, Madrid sección 
1534,2807903031 Madrid sección 03031,21261,2807903031, Madrid sección 
1535,2807903032 Madrid sección 03032,21692,2807903032, Madrid sección 
1536,2807903033 Madrid sección 03033,20018,2807903033, Madrid sección 
1537,2807903034 Madrid sección 03034,22256,2807903034, Madrid sección 
1538,2807903035 Madrid sección 03035,23179,2807903035, Madrid sección 
1539,2807903036 Madrid sección 03036,25993,2807903036, Madrid sección 
1540,2807903037 Madrid sección 03037,25826,2807903037, Madrid sección 
1541,2807903038 Madrid sección 03038,24161,2807903038, Madrid sección 
1542,2807903039 Madrid sección 03039,25715,2807903039, Madrid sección 
1543,2807903040 Madrid sección 03040,24486,2807903040, Madrid sección 
1544,2807903041 Madrid sección 03041,23961,2807903041, Madrid sección 
1545,2807903042 Madrid sección 03042,22069,2807903042, Madrid sección 
1546,2807903044 Madrid sección 03044,23104,2807903044, Madrid sección 
1547,2807903045 Madrid sección 03045,25100,2807903045, Madrid sección 
1548,2807903046 Madrid sección 03046,25598,2807903046, Madrid sección 
1549,2807903047 Madrid sección 03047,21237,2807903047, Madrid sección 
1550,2807903048 Madrid sección 03048,22617,2807903048, Madrid sección 
1551,2807903049 Madrid sección 03049,22740,2807903049, Madrid sección 
1552,2807903050 Madrid sección 03050,22675,2807903050, Madrid sección 
1553,2807903051 Madrid sección 03051,21842,2807903051, Madrid sección 
1554,2807903052 Madrid sección 03052,20600,2807903052, Madrid sección 
1555,2807903053 Madrid sección 03053,18673,2807903053, Madrid sección 
1556,2807903054 Madrid sección 03054,24483,2807903054, Madrid sección 
1557,2807903055 Madrid sección 03055,16792,2807903055, Madrid sección 
1558,2807903056 Madrid sección 03056,23605,2807903056, Madrid sección 
1559,2807903057 Madrid sección 03057,23663,2807903057, Madrid sección 
1560,2807903058 Madrid sección 03058,19816,2807903058, Madrid sección 
1561,2807903059 Madrid sección 03059,21616,2807903059, Madrid sección 
1562,2807903060 Madrid sección 03060,27187,2807903060, Madrid sección 
1563,2807903061 Madrid sección 03061,18377,2807903061, Madrid sección 
1564,2807903062 Madrid sección 03062, ,2807903062, Madrid sección 
1565,2807903063 Madrid sección 03063,22513,2807903063, Madrid sección 
1566,2807903064 Madrid sección 03064,25843,2807903064, Madrid sección 
1567,2807903065 Madrid sección 03065,23766,2807903065, Madrid sección 
1568,2807903066 Madrid sección 03066,25474,2807903066, Madrid sección 
1569,2807903067 Madrid sección 03067,30161,2807903067, Madrid sección 
1570,2807903069 Madrid sección 03069,31670,2807903069, Madrid sección 
1571,2807903070 Madrid sección 03070,31670,2807903070, Madrid sección 
1572,2807903071 Madrid sección 03071,31670,2807903071, Madrid sección 
1573,2807903073 Madrid sección 03073,22532,2807903073, Madrid sección 
1574,2807903074 Madrid sección 03074,22289,2807903074, Madrid sección 
1575,2807903076 Madrid sección 03076,26337,2807903076, Madrid sección 
1576,2807903077 Madrid sección 03077,28438,2807903077, Madrid sección 
1577,2807903078 Madrid sección 03078,27849,2807903078, Madrid sección 
1578,2807903079 Madrid sección 03079,20939,2807903079, Madrid sección 
1579,2807903080 Madrid sección 03080,27308,2807903080, Madrid sección 
1580,2807903081 Madrid sección 03081,31670,2807903081, Madrid sección 
1581,2807903082 Madrid sección 03082,31670,2807903082, Madrid sección 
1582,2807903084 Madrid sección 03084,26576,2807903084, Madrid sección 
1583,2807903085 Madrid sección 03085,27467,2807903085, Madrid sección 
1584,2807903086 Madrid sección 03086,23403,2807903086, Madrid sección 
1585,2807903087 Madrid sección 03087,26299,2807903087, Madrid sección 
1586,2807903088 Madrid sección 03088,21811,2807903088, Madrid sección 
1587,2807903089 Madrid sección 03089,23138,2807903089, Madrid sección 
1588,2807903090 Madrid sección 03090,25991,2807903090, Madrid sección 
1589,2807903091 Madrid sección 03091,26140,2807903091, Madrid sección 
1590,2807903092 Madrid sección 03092,26165,2807903092, Madrid sección 
1591,2807903093 Madrid sección 03093,27350,2807903093, Madrid sección 
1592,2807903094 Madrid sección 03094,25880,2807903094, Madrid sección 
1593,2807903095 Madrid sección 03095,22838,2807903095, Madrid sección 
1594,2807903096 Madrid sección 03096,24489,2807903096, Madrid sección 
1595,2807903097 Madrid sección 03097,18322,2807903097, Madrid sección 
1596,2807903098 Madrid sección 03098,19498,2807903098, Madrid sección 
1597,2807903099 Madrid sección 03099,20091,2807903099, Madrid sección 
1598,2807903100 Madrid sección 03100,22085,2807903100, Madrid sección 
1599,2807904 Madrid distrito 04,25932,2807904, Madrid distrito 
1600,2807904001 Madrid sección 04001,31670,2807904001, Madrid sección 
1601,2807904002 Madrid sección 04002,31670,2807904002, Madrid sección 
1602,2807904003 Madrid sección 04003,31670,2807904003, Madrid sección 
1603,2807904004 Madrid sección 04004,31670,2807904004, Madrid sección 
1604,2807904005 Madrid sección 04005,31670,2807904005, Madrid sección 
1605,2807904006 Madrid sección 04006,31670,2807904006, Madrid sección 
1606,2807904007 Madrid sección 04007,31670,2807904007, Madrid sección 
1607,2807904008 Madrid sección 04008,31098,2807904008, Madrid sección 
1608,2807904009 Madrid sección 04009,31670,2807904009, Madrid sección 
1609,2807904010 Madrid sección 04010,31670,2807904010, Madrid sección 
1610,2807904011 Madrid sección 04011,21903,2807904011, Madrid sección 
1611,2807904012 Madrid sección 04012,31670,2807904012, Madrid sección 
1612,2807904013 Madrid sección 04013,31670,2807904013, Madrid sección 
1613,2807904014 Madrid sección 04014,28347,2807904014, Madrid sección 
1614,2807904015 Madrid sección 04015,29639,2807904015, Madrid sección 
1615,2807904016 Madrid sección 04016,27689,2807904016, Madrid sección 
1616,2807904017 Madrid sección 04017,28131,2807904017, Madrid sección 
1617,2807904018 Madrid sección 04018,23287,2807904018, Madrid sección 
1618,2807904019 Madrid sección 04019,27452,2807904019, Madrid sección 
1619,2807904020 Madrid sección 04020,24086,2807904020, Madrid sección 
1620,2807904021 Madrid sección 04021,23368,2807904021, Madrid sección 
1621,2807904023 Madrid sección 04023,25742,2807904023, Madrid sección 
1622,2807904024 Madrid sección 04024,19214,2807904024, Madrid sección 
1623,2807904025 Madrid sección 04025,22339,2807904025, Madrid sección 
1624,2807904026 Madrid sección 04026,20909,2807904026, Madrid sección 
1625,2807904027 Madrid sección 04027,20008,2807904027, Madrid sección 
1626,2807904028 Madrid sección 04028,19696,2807904028, Madrid sección 
1627,2807904029 Madrid sección 04029,28483,2807904029, Madrid sección 
1628,2807904030 Madrid sección 04030,25006,2807904030, Madrid sección 
1629,2807904031 Madrid sección 04031,29367,2807904031, Madrid sección 
1630,2807904032 Madrid sección 04032,20038,2807904032, Madrid sección 
1631,2807904033 Madrid sección 04033,22406,2807904033, Madrid sección 
1632,2807904034 Madrid sección 04034,22662,2807904034, Madrid sección 
1633,2807904035 Madrid sección 04035,23321,2807904035, Madrid sección 
1634,2807904036 Madrid sección 04036,25566,2807904036, Madrid sección 
1635,2807904037 Madrid sección 04037,21882,2807904037, Madrid sección 
1636,2807904038 Madrid sección 04038,20672,2807904038, Madrid sección 
1637,2807904039 Madrid sección 04039,26967,2807904039, Madrid sección 
1638,2807904040 Madrid sección 04040,27528,2807904040, Madrid sección 
1639,2807904041 Madrid sección 04041,22758,2807904041, Madrid sección 
1640,2807904042 Madrid sección 04042,31670,2807904042, Madrid sección 
1641,2807904043 Madrid sección 04043,22348,2807904043, Madrid sección 
1642,2807904044 Madrid sección 04044,22214,2807904044, Madrid sección 
1643,2807904045 Madrid sección 04045,20751,2807904045, Madrid sección 
1644,2807904046 Madrid sección 04046,21877,2807904046, Madrid sección 
1645,2807904047 Madrid sección 04047,21116,2807904047, Madrid sección 
1646,2807904048 Madrid sección 04048,19275,2807904048, Madrid sección 
1647,2807904049 Madrid sección 04049,18539,2807904049, Madrid sección 
1648,2807904050 Madrid sección 04050,18356,2807904050, Madrid sección 
1649,2807904051 Madrid sección 04051,17386,2807904051, Madrid sección 
1650,2807904052 Madrid sección 04052,20370,2807904052, Madrid sección 
1651,2807904053 Madrid sección 04053,19745,2807904053, Madrid sección 
1652,2807904054 Madrid sección 04054,20697,2807904054, Madrid sección 
1653,2807904055 Madrid sección 04055,21590,2807904055, Madrid sección 
1654,2807904056 Madrid sección 04056,22638,2807904056, Madrid sección 
1655,2807904057 Madrid sección 04057,19574,2807904057, Madrid sección 
1656,2807904058 Madrid sección 04058,21336,2807904058, Madrid sección 
1657,2807904060 Madrid sección 04060,17587,2807904060, Madrid sección 
1658,2807904061 Madrid sección 04061,24468,2807904061, Madrid sección 
1659,2807904062 Madrid sección 04062,21296,2807904062, Madrid sección 
1660,2807904063 Madrid sección 04063,19382,2807904063, Madrid sección 
1661,2807904064 Madrid sección 04064,22012,2807904064, Madrid sección 
1662,2807904065 Madrid sección 04065,22377,2807904065, Madrid sección 
1663,2807904067 Madrid sección 04067,21866,2807904067, Madrid sección 
1664,2807904068 Madrid sección 04068,22672,2807904068, Madrid sección 
1665,2807904069 Madrid sección 04069,23127,2807904069, Madrid sección 
1666,2807904070 Madrid sección 04070,18884,2807904070, Madrid sección 
1667,2807904071 Madrid sección 04071,20096,2807904071, Madrid sección 
1668,2807904072 Madrid sección 04072,21907,2807904072, Madrid sección 
1669,2807904073 Madrid sección 04073,25113,2807904073, Madrid sección 
1670,2807904074 Madrid sección 04074,21213,2807904074, Madrid sección 
1671,2807904075 Madrid sección 04075,24125,2807904075, Madrid sección 
1672,2807904076 Madrid sección 04076,28252,2807904076, Madrid sección 
1673,2807904077 Madrid sección 04077,27464,2807904077, Madrid sección 
1674,2807904078 Madrid sección 04078,26751,2807904078, Madrid sección 
1675,2807904079 Madrid sección 04079,22720,2807904079, Madrid sección 
1676,2807904080 Madrid sección 04080,27450,2807904080, Madrid sección 
1677,2807904081 Madrid sección 04081,25981,2807904081, Madrid sección 
1678,2807904082 Madrid sección 04082,23852,2807904082, Madrid sección 
1679,2807904083 Madrid sección 04083,20375,2807904083, Madrid sección 
1680,2807904084 Madrid sección 04084,20970,2807904084, Madrid sección 
1681,2807904085 Madrid sección 04085,20670,2807904085, Madrid sección 
1682,2807904086 Madrid sección 04086,20165,2807904086, Madrid sección 
1683,2807904087 Madrid sección 04087,21852,2807904087, Madrid sección 
1684,2807904088 Madrid sección 04088,22932,2807904088, Madrid sección 
1685,2807904089 Madrid sección 04089,19874,2807904089, Madrid sección 
1686,2807904090 Madrid sección 04090,20280,2807904090, Madrid sección 
1687,2807904091 Madrid sección 04091,18016,2807904091, Madrid sección 
1688,2807904092 Madrid sección 04092,23152,2807904092, Madrid sección 
1689,2807904093 Madrid sección 04093,18556,2807904093, Madrid sección 
1690,2807904094 Madrid sección 04094,22272,2807904094, Madrid sección 
1691,2807904095 Madrid sección 04095,21721,2807904095, Madrid sección 
1692,2807904096 Madrid sección 04096,24149,2807904096, Madrid sección 
1693,2807904097 Madrid sección 04097,31670,2807904097, Madrid sección 
1694,2807904098 Madrid sección 04098,30985,2807904098, Madrid sección 
1695,2807904099 Madrid sección 04099,22412,2807904099, Madrid sección 
1696,2807904100 Madrid sección 04100,25912,2807904100, Madrid sección 
1697,2807904101 Madrid sección 04101,18649,2807904101, Madrid sección 
1698,2807904102 Madrid sección 04102,19586,2807904102, Madrid sección 
1699,2807904103 Madrid sección 04103,21460,2807904103, Madrid sección 
1700,2807904104 Madrid sección 04104,20351,2807904104, Madrid sección 
1701,2807904105 Madrid sección 04105,24029,2807904105, Madrid sección 
1702,2807904106 Madrid sección 04106,21493,2807904106, Madrid sección 
1703,2807904107 Madrid sección 04107,28654,2807904107, Madrid sección 
1704,2807904108 Madrid sección 04108,22310,2807904108, Madrid sección 
1705,2807904109 Madrid sección 04109,24685,2807904109, Madrid sección 
1706,2807904110 Madrid sección 04110,26070,2807904110, Madrid sección 
1707,2807904111 Madrid sección 04111,25071,2807904111, Madrid sección 
1708,2807904112 Madrid sección 04112,26164,2807904112, Madrid sección 
1709,2807904113 Madrid sección 04113,29315,2807904113, Madrid sección 
1710,2807904114 Madrid sección 04114,31670,2807904114, Madrid sección 
1711,2807904115 Madrid sección 04115,31670,2807904115, Madrid sección 
1712,2807904116 Madrid sección 04116,31670,2807904116, Madrid sección 
1713,2807904117 Madrid sección 04117,31670,2807904117, Madrid sección 
1714,2807904118 Madrid sección 04118,31670,2807904118, Madrid sección 
1715,2807904119 Madrid sección 04119,31670,2807904119, Madrid sección 
1716,2807904120 Madrid sección 04120,31670,2807904120, Madrid sección 
1717,2807904121 Madrid sección 04121,31670,2807904121, Madrid sección 
1718,2807904123 Madrid sección 04123,28039,2807904123, Madrid sección 
1719,2807904124 Madrid sección 04124,29376,2807904124, Madrid sección 
1720,2807904126 Madrid sección 04126,27014,2807904126, Madrid sección 
1721,2807904127 Madrid sección 04127,27939,2807904127, Madrid sección 
1722,2807904128 Madrid sección 04128,21005,2807904128, Madrid sección 
1723,2807904129 Madrid sección 04129,29006,2807904129, Madrid sección 
1724,2807904130 Madrid sección 04130,31670,2807904130, Madrid sección 
1725,2807904131 Madrid sección 04131,23357,2807904131, Madrid sección 
